6.665242,440.4
7.568591,555
6.884976,387
6.884976,387
5.590991,408
9.253212,711
9.253212,711
6.860561,417
6.640828,367.8
6.640828,367.8
6.103702,300.6
4.809717,215.4
4.809717,215.4
4.809717,215.4
6.591998,249.6
5.566576,192.6
5.07828,168
4.516739,141
4.809717,109.2
3.686636,84.60001
4.077273,39.6
2.441481,7.2
3.686636,16.8
3.051851,2.4
3.344829,7.8
2.221747,-16.2
2.954192,-9
2.49031,-0.6
2.49031,-0.6
2.124088,-0.6
1.562548,-0.6
1.391644,-0.6
1.416059,-0.6
1.367229,-0.6
1.904355,-0.6
1.489303,-0.6
0,-0.6
-0.04882962,-0.6
0,-0.6
1.098666,-0.6
-0.04882962,-0.6
-0.04882962,-0.6
-0.04882962,-0.6
-0.07324442,-0.6
-0.07324442,-0.6
-0.04882962,-0.6
0.8301035,-0.6
1.245155,-0.6
1.586962,-0.6
2.075259,-0.6
1.586962,-0.6
0.8056886,-0.6
-0.07324442,-0.6
2.294992,-0.6
1.049837,-0.6
1.049837,-0.6
1.049837,-0.6
3.369243,14.4
1.293985,-0.6
1.293985,-0.6
1.489303,-0.6
3.418073,-0.6
2.343822,-0.6
2.197333,-0.6
2.197333,-0.6
1.342814,-0.6
0.8301035,-0.6
0.7324442,-0.6
2.758873,-10.8
1.245155,-0.6
1.977599,-0.6
1.489303,-0.6
-0.09765923,-0.6
1.855525,-0.6
1.391644,-0.6
-0.04882962,-0.6
1.196326,-0.6
1.196326,-0.6
0.9521775,-0.6
2.294992,-0.6
2.783288,-0.6
1.416059,-0.6
2.807703,-0.6
4.46791,-0.6
4.46791,-0.6
4.46791,-0.6
2.148503,-0.6
-0.07324442,-0.6
0.9277627,-0.6
4.882961,-6
2.294992,-0.6
4.028443,-6
3.125095,11.4
3.14951,-0.6
3.027436,-0.6
2.612385,-0.6
2.832118,-7.2
4.150517,-0.6
1.782281,-1.8
3.027436,-1.2
3.027436,-1.2
4.394665,71.4
3.14951,3.6
4.126102,93.60001
3.686636,25.8
2.978606,19.8
3.686636,57.6
4.150517,99.60001
4.956206,121.8
4.248177,114.6
4.834132,160.2
4.687643,138.6
5.005035,147.6
5.664235,199.8
5.664235,199.8
5.664235,199.8
4.980621,111.6
3.711051,32.4
3.711051,32.4
3.711051,32.4
3.051851,11.4
3.662221,45
3.686636,31.2
2.685629,-19.8
3.75988,-8.4
3.75988,-8.4
3.955199,64.2
3.955199,64.2
5.493331,115.8
5.07828,105.6
7.348857,196.2
7.348857,196.2
5.859554,223.2
6.421094,237
5.444502,162.6
4.492325,121.2
5.12711,150.6
6.250191,273
6.787317,260.4
6.787317,260.4
5.07828,108.6
4.345836,90
5.249184,88.8
5.249184,88.8
3.540147,37.2
3.540147,37.2
3.85754,18
3.613391,-8.4
2.563555,-18
1.855525,-9
1.367229,-0.6
1.733451,-0.6
2.343822,-0.6
2.075259,-0.6
-0.04882962,-0.6
1.464888,-0.6
1.464888,-0.6
1.464888,-0.6
2.148503,-0.6
2.148503,-0.6
2.148503,-0.6
2.148503,-0.6
0.6836146,-0.6
1.538133,-0.6
2.343822,-0.6
3.75988,-4.2
4.712058,112.2
4.980621,152.4
5.12711,151.2
2.050844,-0.6
2.124088,-0.6
2.124088,-0.6
2.270577,-0.6
3.564562,-0.6
3.564562,-0.6
3.344829,-1.8
3.344829,-1.8
3.344829,-1.8
3.564562,-0.6
2.954192,-7.2
2.856533,-0.6
2.856533,-0.6
3.881955,76.2
3.076266,18.6
2.441481,-0.6
2.441481,-0.6
3.491318,53.4
3.491318,53.4
3.735466,45.6
3.14951,14.4
3.881955,54.6
1.391644,-0.6
-0.04882962,-0.6
-0.04882962,-0.6
-0.04882962,-0.6
0,-0.6
3.515732,-0.6
1.196326,-0.6
1.196326,-0.6
1.196326,-0.6
3.613391,-0.6
3.613391,-0.6
3.613391,-0.6
6.054873,188.4
7.275613,362.4
7.275613,362.4
7.61742,463.8
7.61742,463.8
6.884976,535.2
5.981627,303.6
5.981627,303.6
6.299021,322.8
6.299021,322.8
6.616413,325.2
7.61742,442.8
6.054873,363
6.884976,453
8.325449,680.4
10.27863,876
7.593005,555.6
9.399701,1113.6
10.64486,1527.6
11.57262,1150.2
11.57262,1150.2
13.42814,1585.2
13.28166,1579.2
11.96325,1570.2
9.863583,1432.8
11.96325,1410.6
13.79437,1567.8
11.40172,1525.2
10.13214,1251.6
11.25523,1570.8
14.47798,1576.8
14.03851,1575
10.59603,1544.4
11.69469,1444.8
10.91342,1183.2
11.01108,1428.6
10.35188,1149
12.84219,1507.8
6.95822,544.2
6.95822,544.2
6.128117,436.8
6.860561,485.4
5.07828,291
5.07828,291
4.931791,496.2
8.960235,948.6001
8.960235,948.6001
8.960235,948.6001
8.838161,983.4
9.253212,980.4
7.885983,893.4
10.32746,1153.8
8.716086,1395.6
8.911405,1173
8.471938,1166.4
8.471938,1166.4
8.471938,1166.4
7.031465,903.0001
8.594012,736.2
7.397687,771.0001
7.763909,876.6
7.422101,742.2
8.813745,738.6
11.35289,1329.6
8.618427,999.6
8.642842,853.8
9.424116,951
7.812738,1033.2
10.47395,1365
6.543169,901.2001
8.813745,1269.6
13.55022,1578.6
11.64586,1438.8
11.96325,1592.4
9.741508,1153.8
9.741508,1153.8
11.32847,1144.2
11.32847,1144.2
10.01007,1369.8
11.47496,1510.2
9.741508,979.8
11.15757,1210.8
13.59905,1580.4
9.863583,1428
12.15857,1468.8
11.05991,1011.6
11.93884,1510.2
11.01108,1477.2
12.15857,1585.8
13.5258,1573.2
13.30607,1570.8
11.76794,1561.8
11.76794,1561.8
12.45155,1597.2
11.2064,1385.4
11.2064,1385.4
12.84219,1577.4
11.57262,1561.2
11.57262,1561.2
12.2074,1419
12.2074,1419
9.472945,1326.6
10.91342,1105.8
10.52278,1281
9.619434,1106.4
9.619434,1106.4
9.228798,1276.2
8.88699,984
8.88699,984
9.619434,1064.4
8.545183,828
8.545183,828
7.348857,1048.2
8.484146,630.6
9.326456,733.2
9.204382,917.4
9.204382,917.4
10.889,1248
10.889,1248
10.59603,1290
10.59603,1290
8.105716,719.4
8.105716,719.4
7.251198,643.2
8.349864,555.6
7.165746,477.6
6.408887,459.6
8.423109,547.2
6.311228,439.8
6.872768,506.4
7.238991,415.2
7.238991,415.2
7.238991,415.2
6.06708,441.6
9.7293,975
7.446517,585.6
9.009064,882.6
6.555376,471
6.555376,471
6.530961,225
6.67745,294.6
6.604205,439.2
6.604205,439.2
5.615406,349.8
6.176947,217.2
5.346843,138
5.346843,138
5.40788,149.4
5.40788,149.4
4.760888,54.6
5.554369,217.8
4.174932,49.8
4.272592,147.6
5.334635,177.6
7.226783,277.2
4.687643,94.2
4.08948,12.6
4.553362,115.8
5.298013,132.6
3.601184,1.2
3.735466,26.4
4.211555,-8.4
2.050844,-8.4
4.358043,-11.4
1.916562,-8.4
3.662221,-13.2
3.442488,-4.8
3.442488,-4.8
3.515732,-12
3.918577,34.2
3.918577,34.2
2.002014,-0.6
2.099673,-0.6
2.905362,-0.6
2.905362,-0.6
2.197333,-0.6
2.844325,-2.4
4.724265,57.60001
2.746666,-1.8
3.674428,-0.6
3.674428,-0.6
3.894162,-0.6
4.174932,-0.6
4.174932,-0.6
3.234962,17.4
3.234962,17.4
3.234962,17.4
2.929777,-0.6
2.929777,-0.6
3.19834,-4.8
3.100681,7.2
3.283792,7.8
3.283792,7.8
3.283792,7.8
3.625599,20.4
3.088473,3
4.431288,82.8
4.455702,104.4
4.41908,76.2
5.590991,137.4
5.102695,112.2
4.589984,62.4
4.589984,62.4
3.869747,42
4.004028,36.6
3.955199,43.8
3.845332,22.8
3.625599,24.6
3.723258,18
3.637806,21
3.466903,19.2
3.979614,48.6
3.674428,35.4
4.016236,60.6
4.541154,82.2
4.480117,61.2
4.760888,84
5.139317,103.8
5.041658,94.2
5.041658,94.2
5.041658,94.2
6.567583,337.8
6.726279,355.8
7.33665,441
7.33665,441
6.750694,340.2
6.994843,345.6
6.994843,345.6
6.994843,345.6
6.213569,236.4
6.213569,236.4
4.394665,70.8
4.516739,91.2
4.980621,88.8
4.162725,40.2
4.162725,40.2
4.821924,102
